"numeric_part","stock_code","description","total_qty_variant","total_qty_family"
90183,"90183B","AMETHYST DROP EARRINGS W LONG BEADS",29,91
90183,"90183c","BLACK DROP EARRINGS W LONG BEADS",1,91
90183,"90183C","BLACK DROP EARRINGS W LONG BEADS",13,91
90184,"90184A","AMBER CHUNKY BEAD BRACELET W STRAP",47,194
90184,"90184B","AMETHYST CHUNKY BEAD BRACELET W STR",71,194
90184,"90184c","BLACK CHUNKY BEAD BRACELET W STRAP",1,194
90184,"90184C","BLACK CHUNKY BEAD BRACELET W STRAP",75,194
90185,"90185A","",-19,82
90185,"90185A","AMBER DIAMANTE EXPANDABLE RING",43,82
90185,"90185B","",-46,82
90185,"90185B","AMETHYST DIAMANTE EXPANDABLE RING",49,82
90185,"90185C","",-5,82
90185,"90185C","BLACK DIAMANTE EXPANDABLE RING",39,82
90185,"90185D","",-48,82
90185,"90185D","CRYSTAL DIAMANTE EXPANDABLE RING",69,82
90186,"90186A","AMETHYST HOOP EARRING FLORAL LEAF",77,135
90186,"90186B","CRYSTAL HOOP EARRING FLORAL LEAF",58,135
90187,"90187A","",-8,22
90187,"90187A","BLUE DROP EARRINGS W BEAD CLUSTER",8,22
90187,"90187B","GREEN DROP EARRINGS W BEAD CLUSTER",22,22
90189,"90189A","SILVER 2 STRAND NECKLACE-LEAF CHARM",11,14
90189,"90189B","GOLD 2 STRAND NECKLACE-LEAF CHARMS",3,14
90190,"90190A","SILVER/CRYSTAL DROP EARRINGS W LEAF",44,29
90190,"90190B","",-118,29
90190,"90190B","GOLD/AMBER DROP EARRINGS W LEAF",45,29
90190,"90190C","SILVER/AMETHYST DROP EARRINGS LEAF",58,29
90195,"90195A","check",-45,83
90195,"90195A","PURPLE GEMSTONE BRACELET",70,83
90195,"90195B","BLACK GEMSTONE BRACELET",58,83
90196,"90196A","",-13,30
90196,"90196A","PURPLE GEMSTONE NECKLACE 45CM",23,30
90196,"90196B","BLACK GEMSTONE NECKLACE 45CM",20,30
90197,"90197A","",-2,50
90197,"90197B","BLACK GLASS BRACELET W HEART CHARMS",64,50
90197,"90197C","",-11,50
90197,"90197D","",-10,50
90197,"90197D","AMBER GLASS BRACELET HEART CHARMS",9,50
90198,"90198A","VINTAGE ROSE BEAD BRACELET RASPBERR",146,252
90198,"90198B","VINTAGE ROSE BEAD BRACELET BLACK",106,252
90199,"90199A","5 STRAND GLASS NECKLACE BLACK",24,181
90199,"90199B","",-6,181
90199,"90199B","5 STRAND GLASS NECKLACE AMETHYST",37,181
90199,"90199C","5 STRAND GLASS NECKLACE CRYSTAL",104,181
90199,"90199D","5 STRAND GLASS NECKLACE AMBER",22,181
90200,"90200A","PURPLE SWEETHEART BRACELET",181,1074
90200,"90200B","BLACK SWEETHEART BRACELET",182,1074
90200,"90200C","",-29,1074
90200,"90200C","BLUE SWEETHEART BRACELET",207,1074
90200,"90200D","PINK SWEETHEART BRACELET",335,1074
90200,"90200E","GREEN SWEETHEART BRACELET",198,1074
90201,"90201A","PURPLE ENAMEL FLOWER RING",126,516
90201,"90201B","BLACK ENAMEL FLOWER RING",143,516
90201,"90201C","RED ENAMEL FLOWER RING",113,516
90201,"90201D","GREEN ENAMEL FLOWER RING",134,516
90202,"90202A","PURPLE ENAMEL FLOWER HAIR TIE",25,111
90202,"90202B","WHITE ENAMEL FLOWER HAIR TIE",18,111
90202,"90202C","GREEN ENAMEL FLOWER HAIR TIE",26,111
90202,"90202D","PINK ENAMEL FLOWER HAIR TIE",42,111
90205,"90205A","LARGE MINT DIAMANTE HAIRSLIDE",42,120
90205,"90205C","LARGE CRYSTAL DIAMANTE HAIRSLIDE",78,120
90206,"90206A","GOLD DIAMANTE STAR BROOCH",16,98
90206,"90206C","CRYSTAL DIAMANTE STAR BROOCH",82,98
90209,"90209A","PURPLE ENAMEL+GLASS HAIR COMB",164,880
90209,"90209B","",1,880
90209,"90209B","GREEN ENAMEL+GLASS HAIR COMB",390,880
90209,"90209C","",-71,880
90209,"90209C","PINK ENAMEL+GLASS HAIR COMB",396,880
90210,"90210A","GREY ACRYLIC FACETED BANGLE",89,419
90210,"90210B","CLEAR ACRYLIC FACETED BANGLE",106,419
90210,"90210C","",-10,419
90210,"90210C","RED   ACRYLIC FACETED BANGLE",119,419
90210,"90210D","check",-28,419
90210,"90210D","PURPLE ACRYLIC FACETED BANGLE",143,419
90211,"90211A","DIAMOND LAS VEGAS NECKLACE 45CM",31,68
90211,"90211B","JET BLACK LAS VEGAS NECKLACE 45CM",37,68
90212,"90212B","JET BLACK LAS VEGAS BRACELET ROUND",41,69
90212,"90212C","",10,69
90212,"90212C","PURPLE LAS VEGAS BRACELET ROUND",18,69
90214,"90214A","LETTER A BLING KEY RING",213,2334
90214,"90214B","LETTER B BLING KEY RING",80,2334
90214,"90214C","LETTER C BLING KEY RING",170,2334
90214,"90214D","LETTER D BLING KEY RING",103,2334
90214,"90214E","LETTER E BLING KEY RING",142,2334
90214,"90214F","LETTER F BLING KEY RING",47,2334
90214,"90214G","LETTER G BLING KEY RING",97,2334
90214,"90214H","LETTER H BLING KEY RING",88,2334
90214,"90214I","LETTER I BLING KEY RING",58,2334
90214,"90214J","LETTER J BLING KEY RING",156,2334
90214,"90214K","LETTER K BLING KEY RING",157,2334
90214,"90214L","LETTER L BLING KEY RING",171,2334
90214,"90214M","LETTER M BLING KEY RING",146,2334
90214,"90214N","LETTER N BLING KEY RING",82,2334
90214,"90214O","LETTER O BLING KEY RING",37,2334
90214,"90214P","LETTER P BLING KEY RING",74,2334
90214,"90214R","LETTER R BLING KEY RING",97,2334
90214,"90214S","LETTER S BLING KEY RING",185,2334
90214,"90214T","LETTER T BLING KEY RING",57,2334
90214,"90214U","LETTER U BLING KEY RING",13,2334
90214,"90214V","LETTER V BLING KEY RING",41,2334
90214,"90214W","LETTER W BLING KEY RING",19,2334
90214,"90214Y","LETTER Y BLING KEY RING",69,2334
90214,"90214Z","LETTER Z BLING KEY RING",32,2334
